merchant_id,mcc,channel,home_country_iso
1694081450446801,5561,card_present,LU
2697116941085629,4789,card_not_present,LU
3361754771680650,7996,card_present,ES
9012167658511518,4411,card_present,PF
10766668736889901,7631,card_present,JP
12629669232507242,8062,card_not_present,MC
14291053214586959,7699,card_not_present,FO
18638034984233531,4225,card_present,EC
19498508446557154,7534,card_present,IL
23202490577169710,7299,card_present,CA
24039331078331037,742,card_present,NO
26029947970438437,5719,card_not_present,US
29338682519426601,4225,card_present,IS
29422992190498033,5251,card_present,GB
30198070187404933,5462,card_present,LU
32298855134720639,7631,card_present,MO
38520329174743753,4131,card_present,SG
38638409905542311,5816,card_present,TR
41117427824746403,7221,card_present,TL
41151468467052939,5211,card_present,FM
42335741151376840,5948,card_present,AL
44632433538302459,5935,card_present,NL
44963547680969782,7338,card_not_present,PE
48289390764414743,7349,card_present,LU
51164071770932780,5942,card_not_present,QA
51177556891990132,7991,card_not_present,SG
51655351826520455,5131,card_present,FR
55467955457567737,5074,card_present,BE
56177620227345149,5531,card_present,FI
58275125142209897,7933,card_present,BN
60157347616057747,5699,card_not_present,US
67249661492583228,5993,card_not_present,MC
68613460773050877,5948,card_present,TC
69715892384261282,4816,card_not_present,BM
69897768744184246,4121,card_present,MC
70387820240464607,4112,card_present,EE
77368151910903175,8021,card_present,CL
83279014913772364,5198,card_present,VU
84194503614773421,6211,card_present,QA
90216405418794528,7929,card_present,SX
90392935682232420,5044,card_present,GY
95842229750797667,5331,card_present,GH
101586617158553118,7800,card_present,CL
103067038851887103,5251,card_present,AT
107516416648997957,5422,card_present,IT
109772671941573387,8651,card_present,GB
109873739901593476,7631,card_not_present,BG
111617852053320428,5960,card_not_present,MO
116374319825160475,780,card_present,VU
118046360322191333,5251,card_present,TC
118852882271426226,5641,card_present,MC
126475573731049761,7372,card_present,GH
129445613345583740,7995,card_present,MO
131706492934016310,7699,card_present,IT
133915473619885087,5094,card_present,BM
135623285445636102,5735,card_present,CW
136754839865187429,5521,card_present,LV
137907140354857781,5193,card_present,SK
139025576837703797,7221,card_present,HK
139477973241564237,5137,card_present,MO
140322641148372024,2842,card_present,MV
142324264372581628,7535,card_not_present,QA
144044708777572874,8042,card_not_present,CV
145588920906415436,6011,card_present,GH
145684170937895732,5499,card_present,TM
146153633271410535,7277,card_present,SG
146167018311844025,5944,card_present,LU
149386780515402642,4214,card_present,MC
150909488677194462,7210,card_present,KR
153494107844376110,4119,card_present,US
153911341640538565,4121,card_present,MC
154837324316643151,8244,card_present,BN
156138903227611904,5072,card_present,AG
156835422532158179,4816,card_not_present,TC
158938176017563975,7941,card_not_present,MC
159516978731079048,5976,card_present,NZ
160943439681832170,5699,card_present,MX
163931338680302085,5521,card_present,MK
165882891263330147,5949,card_present,DK
167541864604678931,763,card_present,GB
168719868204664787,7929,card_present,NO
170270225073266812,7395,card_not_present,GH
177888170367976315,5532,card_present,KW
178090060327670333,1750,card_present,BN
180518180230350422,7372,card_present,TC
182578047270850433,5655,card_present,RS
182868818100316025,4411,card_not_present,GY
189788683560239117,6011,card_present,MC
193390111602849217,7994,card_present,GR
195629333515994795,5598,card_present,MO
200333744744339771,7278,card_present,LU
201196110446758358,5719,card_present,LU
203555832184236121,7251,card_present,IS
203613873991429789,5013,card_present,CL
206529892792345804,4468,card_present,IR
207309441428221230,8661,card_present,LU
208523710074947478,7991,card_not_present,MC
209772820316860263,5139,card_present,IS
210172780825985558,5651,card_present,NZ
213990928715685408,5719,card_not_present,BE
214262231665414488,7802,card_present,CH
218759331675934852,763,card_present,DE
219076534892427441,7278,card_present,BM
221240535166550599,5949,card_not_present,CH
221951660489492291,5137,card_not_present,AU
222521355191643049,5499,card_present,AE
225709709564365815,5735,card_present,AU
227383438255862920,7531,card_present,BE
230312255706261606,7933,card_present,BN
232368717758082306,8031,card_present,GB
234287114707179198,9402,card_present,SE
236550921983513231,5193,card_not_present,BM
237431602867509128,5937,card_present,OM
237857116681189477,7922,card_not_present,US
238037775190895311,8699,card_not_present,MC
241869010313474986,7933,card_present,IE
242639406663390040,5047,card_not_present,BE
244448458408069993,7622,card_not_present,MC
246817685294456048,5021,card_present,BM
249640267725227135,8351,card_present,DE
249929761177178829,5733,card_present,SE
251500567624011424,5541,card_present,LU
252633702436256447,5533,card_present,DK
254792974910688910,5599,card_present,FO
255463612118140888,5714,card_present,KN
256925062465335338,5937,card_not_present,LT
259037558119920058,5811,card_present,RO
261346201591840219,7994,card_present,ES
267804913762017449,7523,card_present,TJ
279833236880904671,7299,card_present,BS
279877958519327148,5962,card_not_present,NO
283749346906927588,5309,card_present,BZ
284025974473855031,4131,card_present,LU
287194820852109301,5074,card_not_present,IS
287697563802253747,5085,card_not_present,US
288266182810424218,4722,card_not_present,IS
290345698744989205,8244,card_present,HR
290792925540341295,8299,card_present,BE
291977727962461219,4468,card_present,IE
292207604907429202,5309,card_present,CH
296438337190216658,5931,card_present,MH
298292047028579885,7379,card_present,AT
301795224200475921,744,card_present,PA
301820778493429052,8099,card_present,AU
302741388972866098,4112,card_present,JO
303817082866476834,7841,card_present,SE
304891450539164168,5047,card_present,TC
307127442000366672,7997,card_not_present,DE
309610321355404061,5932,card_present,GB
310634446556314819,7392,card_not_present,IL
312248681992042597,8249,card_present,NO
312334894656772324,5941,card_not_present,AT
313666144032535079,5983,card_present,BE
314559577498856594,5631,card_present,FR
316233469737599345,8099,card_present,BM
318880251889462018,4119,card_present,LT
319130740112828815,1740,card_present,JP
319953717257646454,7542,card_present,AU
322515219223643324,7941,card_present,MC
323278395051440575,5051,card_present,RS
325945287983044881,5532,card_not_present,PR
326497609003986208,4411,card_present,NZ
327363347731677990,1771,card_not_present,DE
327475375637462215,5977,card_present,FO
328863262732347494,5039,card_present,GH
330355630847914207,5999,card_not_present,TT
331105641122519480,7932,card_not_present,AD
331818399171616679,5193,card_not_present,DK
333015331064704825,4900,card_not_present,PR
340657599466330885,7276,card_present,AE
342656803432270411,7991,card_present,BM
345977478562714412,5533,card_present,DK
346935188736428361,5521,card_present,IE
348035528546707425,7251,card_not_present,CH
351935701343148352,5931,card_present,IT
351995087684337418,5932,card_present,TR
353324296463290828,7922,card_present,CA
355566811656496327,5611,card_present,BS
358945880124416102,5699,card_present,IS
359581300476897486,5521,card_not_present,SI
360543926246620791,7622,card_present,US
361374098000919597,5960,card_not_present,FO
363662776091141212,5815,card_present,AU
363938060194245586,743,card_present,GA
364371388299582899,5211,card_present,JP
367325172993877881,7311,card_present,TC
369034798644116768,5661,card_present,US
369905418729654623,5231,card_not_present,BM
373978714338210150,5983,card_present,CW
379832998257027572,7922,card_present,BE
383578974108376552,5733,card_present,MC
384890359360346626,7261,card_present,SE
386575279549289190,5995,card_not_present,AG
387124428166849407,5713,card_present,AE
387381675392231993,5046,card_present,LU
390434288211076424,7393,card_not_present,JP
399909388417131022,5131,card_not_present,BM
402271074497711790,5937,card_present,ME
402534178652626821,5533,card_present,LV
409200034814041572,4722,card_present,EE
409254341986321255,9311,card_present,NO
410408800667681292,5811,card_not_present,IE
413177254673369963,4215,card_present,MC
413214367660449720,7032,card_present,GH
415441357644980820,5995,card_not_present,MC
418035965670848303,5978,card_present,MY
419379483628909655,7631,card_present,NL
420485305859826191,9399,card_present,RU
420998564244749458,7372,card_not_present,IL
421340092727982363,4119,card_present,BM
422786161660493069,5966,card_not_present,UY
424685694234538559,8999,card_present,MC
425661062931529988,5975,card_present,SX
426914884296048353,4899,card_not_present,EE
427855137474117569,4722,card_present,MC
428272298776788722,5937,card_present,CY
429052630095111319,5978,card_present,CU
429561826457353947,7995,card_present,IE
429587158695395636,5021,card_present,CH
431663880002859130,5046,card_present,PT
433022441974673139,7011,card_present,AG
433531613741799028,5931,card_present,QA
434693848951241025,5942,card_present,BB
435744472695844221,4468,card_not_present,CA
437787062003587169,5621,card_present,BS
438734616927243524,4511,card_present,EE
439567732572059395,5111,card_present,AT
440229474161906058,7339,card_present,FO
442927654476535289,9399,card_present,QA
450038512875753033,5691,card_present,GR
451368140266371647,5631,card_present,LU
454462331560826616,5137,card_not_present,LU
457154259483345800,5816,card_present,US
459191547097120470,5941,card_present,NL
462597250165047022,8043,card_present,NR
462636197925798771,8041,card_not_present,AW
468137136203494229,8999,card_not_present,FJ
468321840226386164,5441,card_present,IE
471900721670760198,7841,card_present,MT
472739065899742694,7832,card_present,PR
473406888289714410,5815,card_not_present,US
473825005214842087,5942,card_not_present,AU
475333793211970300,1771,card_present,LU
477199727186045061,7273,card_present,MC
477774453816117046,5967,card_not_present,SG
477980766487694682,7832,card_present,RO
478377611769453879,7399,card_not_present,MO
480014150311289763,5021,card_present,CH
481121744081501868,5967,card_not_present,FO
481199832681816367,5521,card_present,CR
482272290177116227,8661,card_present,LU
483117810047269412,5691,card_present,IE
485330223686983969,5039,card_present,MC
485951605678718853,7322,card_present,BR
486617660474202611,763,card_present,GB
488688933636549845,5193,card_present,KW
489442656962501288,5137,card_present,IT
490180483125876884,5976,card_present,PR
490495944758217868,7011,card_present,ZA
491913879097978564,5963,card_not_present,MD
493484194964015979,7333,card_present,HK
495082177229118342,5681,card_present,GY
499077207244026517,8699,card_not_present,TH
503217011858170905,5309,card_present,MV
507827987497729226,1731,card_present,AR
512376548580811125,8244,card_present,BM
513406340603308972,5965,card_not_present,TC
514312951645826253,5422,card_present,EC
514633303399344132,5969,card_not_present,SX
515052439802645294,5094,card_present,SG
516954772447787694,5992,card_not_present,NO
518504016502099521,5734,card_not_present,ID
519131986424705406,8999,card_present,FO
523109027051934289,5193,card_present,IT
525039886690752533,5046,card_present,AW
527117615584599145,5994,card_not_present,NZ
529866354352781269,7333,card_not_present,LV
531542539742010642,4812,card_not_present,IS
535135160047647149,7338,card_present,QA
535162134247814223,7342,card_not_present,NL
537137160507072594,7261,card_present,BE
539407023402034444,8651,card_present,RS
539991816075794900,5655,card_present,DE
542071933769780098,5962,card_not_present,GH
542973645849819171,5169,card_present,KN
543146791932030583,5046,card_present,NO
544490610290781508,5734,card_present,SC
545144607107567720,7211,card_present,NZ
548835121372739858,5131,card_present,PY
549418405367359330,4214,card_not_present,MC
549460324041141848,8398,card_present,BE
549556953387969446,5511,card_not_present,NI
550436787561050818,5972,card_present,IL
551347942409191037,5422,card_present,LC
554236896470146289,7393,card_not_present,MC
556278723408985144,4131,card_present,GH
558036285722594222,7922,card_present,HK
559888193066797000,5046,card_not_present,MO
560158855272474721,5661,card_present,IE
563631929798116338,1520,card_present,AT
564721080047414760,5811,card_not_present,NO
564865505294927153,5983,card_present,MO
566044274467921567,5231,card_present,MC
567503108252417284,8911,card_present,CW
568312192211720115,5997,card_not_present,MV
569712566284123820,5995,card_not_present,IE
576904719714716273,5812,card_present,QA
577426130121594479,5561,card_present,MC
579209429959342134,5045,card_present,CH
580962530493810799,5122,card_present,MC
581188897644857110,7011,card_present,DM
581467300145966493,8351,card_not_present,AW
582348955676369294,5941,card_present,NL
585442344619714580,5997,card_not_present,HK
586209941531332457,5300,card_present,FO
586806494232720495,5131,card_present,UY
587808810491072519,4814,card_not_present,CR
590331370401542879,5972,card_present,BS
592041634235946536,4131,card_present,AT
592429589684449301,4722,card_present,HU
595968808976563106,5937,card_present,BS
597814405030835960,5722,card_not_present,QA
598359410763178311,5992,card_not_present,DK
599349147729278593,5969,card_not_present,GR
600162376150403206,1799,card_present,US
600949928248031809,8351,card_present,HK
603330103024746699,5681,card_present,AU
604037323787105454,5331,card_present,DK
605545194933220084,8211,card_present,BM
609747964451251609,9222,card_present,HK
613402131580249432,7216,card_present,MO
614882676193455603,8031,card_not_present,TM
615569932304371668,7221,card_present,TR
621005022002757694,5193,card_present,CN
623115627766649579,743,card_present,TT
626044814704472069,6300,card_present,NP
626912418280031403,8675,card_not_present,LU
626978785618283285,7299,card_present,CU
627278251506259980,5932,card_present,CR
627998744266704834,5072,card_present,NL
628665358727211329,4225,card_not_present,KZ
630817658548146937,7393,card_not_present,SG
631943819488365164,7911,card_not_present,IS
634030183527375186,4789,card_present,NO
638071734849132819,7342,card_not_present,GH
640476888343290892,7297,card_not_present,FI
641317384339043667,2842,card_present,GB
642886329567481834,7342,card_not_present,JP
643628531417021060,5712,card_present,DZ
643877467753528214,7622,card_present,FR
646410609957821150,5921,card_present,AE
655062674551364272,5732,card_present,BH
657442635254440757,9222,card_present,MC
658157247869972481,7333,card_present,IS
658318364996410433,7641,card_present,DK
660872373289332340,7011,card_present,MC
661645183800838449,4011,card_present,KR
667567045724600910,5993,card_not_present,CA
667696917013867246,8244,card_not_present,AG
668463869810732298,5978,card_present,FI
673382069818520655,7217,card_present,MC
675388105560044644,5996,card_not_present,BM
677283650047274527,4511,card_present,HK
678981783799346331,5964,card_not_present,SG
680295086970861339,5997,card_not_present,TC
681700035521243116,1799,card_present,NO
683881777320055043,5521,card_present,IT
684534110671763517,5932,card_present,HK
687122923411447656,7999,card_present,IL
690076896861229691,5331,card_present,IE
692512084281551136,4899,card_not_present,FM
693390810606660839,7800,card_present,MC
695833830893983328,5451,card_present,DE
696140053893740840,8661,card_present,MC
697131244937485044,7542,card_present,MV
707147049152754809,5941,card_present,GD
709105949357518752,5971,card_present,FR
710409214587597846,8062,card_present,AD
710904854530703999,8041,card_present,US
712298400425423071,5941,card_present,MC
714512747620007608,5996,card_not_present,SE
718703896353252331,9399,card_present,MC
720177583224088538,7941,card_present,EG
